pin,slack
test_0/u100/USPDIF_TX/din[17]:LAT,
test_0/u100/USPDIF_TX/din[17]:Q,
test_0/u100/USPDIF_TX/din[17]:SD,
test_0/u100/USPDIF_TX/din[17]:SLn,
test_0/u100/UPCMTX/source_right_r23[24]:ADn,
test_0/u100/UPCMTX/source_right_r23[24]:ALn,
test_0/u100/UPCMTX/source_right_r23[24]:CLK,
test_0/u100/UPCMTX/source_right_r23[24]:D,
test_0/u100/UPCMTX/source_right_r23[24]:EN,
test_0/u100/UPCMTX/source_right_r23[24]:LAT,
test_0/u100/UPCMTX/source_right_r23[24]:Q,
test_0/u100/UPCMTX/source_right_r23[24]:SD,
test_0/u100/UPCMTX/source_right_r23[24]:SLn,
test_0/u100/uctrl/n_k20_RNIAL0F1:A,
test_0/u100/uctrl/n_k20_RNIAL0F1:B,
test_0/u100/uctrl/n_k20_RNIAL0F1:C,
test_0/u100/uctrl/n_k20_RNIAL0F1:D,
test_0/u100/uctrl/n_k20_RNIAL0F1:Y,
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:ADn,
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:ALn,13587
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:CLK,6151
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:D,8826
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:EN,
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:LAT,
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:Q,6151
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:SD,
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_ret_4:SLn,
test_0/u100/UPCMTX/source_right_r0[19]:ADn,
test_0/u100/UPCMTX/source_right_r0[19]:ALn,
test_0/u100/UPCMTX/source_right_r0[19]:CLK,
test_0/u100/UPCMTX/source_right_r0[19]:D,
test_0/u100/UPCMTX/source_right_r0[19]:EN,
test_0/u100/UPCMTX/source_right_r0[19]:LAT,
test_0/u100/UPCMTX/source_right_r0[19]:Q,
test_0/u100/UPCMTX/source_right_r0[19]:SD,
test_0/u100/UPCMTX/source_right_r0[19]:SLn,
test_0/u100/UPCMTX/source_left_r8[23]:ADn,
test_0/u100/UPCMTX/source_left_r8[23]:ALn,
test_0/u100/UPCMTX/source_left_r8[23]:CLK,
test_0/u100/UPCMTX/source_left_r8[23]:D,
test_0/u100/UPCMTX/source_left_r8[23]:EN,
test_0/u100/UPCMTX/source_left_r8[23]:LAT,
test_0/u100/UPCMTX/source_left_r8[23]:Q,
test_0/u100/UPCMTX/source_left_r8[23]:SD,
test_0/u100/UPCMTX/source_left_r8[23]:SLn,
test_0/u100/u_sample/source_left_l5[23]:ADn,
test_0/u100/u_sample/source_left_l5[23]:ALn,
test_0/u100/u_sample/source_left_l5[23]:CLK,
test_0/u100/u_sample/source_left_l5[23]:D,
test_0/u100/u_sample/source_left_l5[23]:EN,
test_0/u100/u_sample/source_left_l5[23]:LAT,
test_0/u100/u_sample/source_left_l5[23]:Q,
test_0/u100/u_sample/source_left_l5[23]:SD,
test_0/u100/u_sample/source_left_l5[23]:SLn,
test_0/u100/USPDIF_TX/xsel_lr_0:A,
test_0/u100/USPDIF_TX/xsel_lr_0:B,
test_0/u100/USPDIF_TX/xsel_lr_0:Y,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:ADn,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:ALn,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:CLK,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:D,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:EN,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:LAT,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:Q,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:SD,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/RDATA_r1[29]:SLn,
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/MASTERADDRINPROG_m5_0:A,7645
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/MASTERADDRINPROG_m5_0:B,7547
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/MASTERADDRINPROG_m5_0:C,6151
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/MASTERADDRINPROG_m5_0:D,6170
u8_sb_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/MASTERADDRINPROG_m5_0:Y,6151
test_0/u100/UPCMTX/source_right_r19[14]:ADn,
test_0/u100/UPCMTX/source_right_r19[14]:ALn,
test_0/u100/UPCMTX/source_right_r19[14]:CLK,
test_0/u100/UPCMTX/source_right_r19[14]:D,
test_0/u100/UPCMTX/source_right_r19[14]:EN,
test_0/u100/UPCMTX/source_right_r19[14]:LAT,
test_0/u100/UPCMTX/source_right_r19[14]:Q,
test_0/u100/UPCMTX/source_right_r19[14]:SD,
test_0/u100/UPCMTX/source_right_r19[14]:SLn,
test_0/u100/n_response_1_1_iv_0_0[36]:A,12618
test_0/u100/n_response_1_1_iv_0_0[36]:B,12568
test_0/u100/n_response_1_1_iv_0_0[36]:C,10867
test_0/u100/n_response_1_1_iv_0_0[36]:D,8342
test_0/u100/n_response_1_1_iv_0_0[36]:Y,8342
test_0/u100/UDSDTX/t1_4[12]:A,
test_0/u100/UDSDTX/t1_4[12]:B,
test_0/u100/UDSDTX/t1_4[12]:C,10752
test_0/u100/UDSDTX/t1_4[12]:D,13400
test_0/u100/UDSDTX/t1_4[12]:Y,10752
test_0/u100/UPCMTX/un1_source_left_r18_0_I_63:A,
test_0/u100/UPCMTX/un1_source_left_r18_0_I_63:B,
test_0/u100/UPCMTX/un1_source_left_r18_0_I_63:C,
test_0/u100/UPCMTX/un1_source_left_r18_0_I_63:D,
test_0/u100/UPCMTX/un1_source_left_r18_0_I_63:FCI,
test_0/u100/UPCMTX/un1_source_left_r18_0_I_63:FCO,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_168:A,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_168:B,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_168:C,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_168:IPA,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:ADn,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:ALn,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:CLK,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:D,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:EN,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:LAT,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:Q,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:SD,
test_0/u100/UPCMTX/U_FIFO_R/FIFO_0/genblk18_fifo_corefifo_sync_scntr/rdcnt_1[1]:SLn,
test_0/u100/UD100/wen_RNO:A,12207
test_0/u100/UD100/wen_RNO:B,13275
test_0/u100/UD100/wen_RNO:Y,12207
test_0/u100/arg_RNIFJTH[14]:A,8916
test_0/u100/arg_RNIFJTH[14]:B,8994
test_0/u100/arg_RNIFJTH[14]:Y,8916
test_0/u100/arg[13]:ADn,
test_0/u100/arg[13]:ALn,
test_0/u100/arg[13]:CLK,5422
test_0/u100/arg[13]:D,9883
test_0/u100/arg[13]:EN,
test_0/u100/arg[13]:LAT,
test_0/u100/arg[13]:Q,5422
test_0/u100/arg[13]:SD,
test_0/u100/arg[13]:SLn,
test_0/u100/UPCMTX/un1_source_left_r24_0_I_87:A,
test_0/u100/UPCMTX/un1_source_left_r24_0_I_87:B,
test_0/u100/UPCMTX/un1_source_left_r24_0_I_87:C,
test_0/u100/UPCMTX/un1_source_left_r24_0_I_87:D,
test_0/u100/UPCMTX/un1_source_left_r24_0_I_87:FCI,
test_0/u100/UPCMTX/un1_source_left_r24_0_I_87:FCO,
test_0/u100/UPCMTX/source_right_r3[2]:ADn,
test_0/u100/UPCMTX/source_right_r3[2]:ALn,
test_0/u100/UPCMTX/source_right_r3[2]:CLK,
test_0/u100/UPCMTX/source_right_r3[2]:D,
test_0/u100/UPCMTX/source_right_r3[2]:EN,
test_0/u100/UPCMTX/source_right_r3[2]:LAT,
test_0/u100/UPCMTX/source_right_r3[2]:Q,
test_0/u100/UPCMTX/source_right_r3[2]:SD,
test_0/u100/UPCMTX/source_right_r3[2]:SLn,
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:ADn,
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:ALn,13587
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:CLK,9041
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:D,14635
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:EN,8412
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:LAT,
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:Q,9041
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:SD,
u8_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:SLn,
test_0/u100/u_sample/jishi_ret[2]:ADn,
test_0/u100/u_sample/jishi_ret[2]:ALn,
test_0/u100/u_sample/jishi_ret[2]:CLK,11645
test_0/u100/u_sample/jishi_ret[2]:D,9724
test_0/u100/u_sample/jishi_ret[2]:EN,
test_0/u100/u_sample/jishi_ret[2]:LAT,
test_0/u100/u_sample/jishi_ret[2]:Q,11645
test_0/u100/u_sample/jishi_ret[2]:SD,
test_0/u100/u_sample/jishi_ret[2]:SLn,
test_0/u100/UPCMTX/source_right_r3[29]:ADn,
test_0/u100/UPCMTX/source_right_r3[29]:ALn,
test_0/u100/UPCMTX/source_right_r3[29]:CLK,
test_0/u100/UPCMTX/source_right_r3[29]:D,
test_0/u100/UPCMTX/source_right_r3[29]:EN,
test_0/u100/UPCMTX/source_right_r3[29]:LAT,
test_0/u100/UPCMTX/source_right_r3[29]:Q,
test_0/u100/UPCMTX/source_right_r3[29]:SD,
test_0/u100/UPCMTX/source_right_r3[29]:SLn,
test_0/u100/UPCMTX/source_right_r21[9]:ADn,
test_0/u100/UPCMTX/source_right_r21[9]:ALn,
test_0/u100/UPCMTX/source_right_r21[9]:CLK,
test_0/u100/UPCMTX/source_right_r21[9]:D,
test_0/u100/UPCMTX/source_right_r21[9]:EN,
test_0/u100/UPCMTX/source_right_r21[9]:LAT,
test_0/u100/UPCMTX/source_right_r21[9]:Q,
test_0/u100/UPCMTX/source_right_r21[9]:SD,
test_0/u100/UPCMTX/source_right_r21[9]:SLn,
test_0/u100/uctrl/left[3]:ADn,
test_0/u100/uctrl/left[3]:ALn,
test_0/u100/uctrl/left[3]:CLK,
test_0/u100/uctrl/left[3]:D,
test_0/u100/uctrl/left[3]:EN,
test_0/u100/uctrl/left[3]:LAT,
test_0/u100/uctrl/left[3]:Q,
test_0/u100/uctrl/left[3]:SD,
test_0/u100/uctrl/left[3]:SLn,
test_0/u100/u_sample/source_left_r5[21]:ADn,
test_0/u100/u_sample/source_left_r5[21]:ALn,
test_0/u100/u_sample/source_left_r5[21]:CLK,
test_0/u100/u_sample/source_left_r5[21]:D,
test_0/u100/u_sample/source_left_r5[21]:EN,
test_0/u100/u_sample/source_left_r5[21]:LAT,
test_0/u100/u_sample/source_left_r5[21]:Q,
test_0/u100/u_sample/source_left_r5[21]:SD,
test_0/u100/u_sample/source_left_r5[21]:SLn,
test_0/u100/u_sample/source_left_r3[13]:ADn,
test_0/u100/u_sample/source_left_r3[13]:ALn,
test_0/u100/u_sample/source_left_r3[13]:CLK,
test_0/u100/u_sample/source_left_r3[13]:D,
test_0/u100/u_sample/source_left_r3[13]:EN,
test_0/u100/u_sample/source_left_r3[13]:LAT,
test_0/u100/u_sample/source_left_r3[13]:Q,
test_0/u100/u_sample/source_left_r3[13]:SD,
test_0/u100/u_sample/source_left_r3[13]:SLn,
test_0/u100/UPCMTX/un1_source_left_r11_0_I_39:A,
test_0/u100/UPCMTX/un1_source_left_r11_0_I_39:B,
test_0/u100/UPCMTX/un1_source_left_r11_0_I_39:C,
test_0/u100/UPCMTX/un1_source_left_r11_0_I_39:D,
test_0/u100/UPCMTX/un1_source_left_r11_0_I_39:FCI,
test_0/u100/UPCMTX/un1_source_left_r11_0_I_39:FCO,
test_0/u100/n_response_cnst_4_7_0__n_response_49[3]:A,12089
test_0/u100/n_response_cnst_4_7_0__n_response_49[3]:B,9725
test_0/u100/n_response_cnst_4_7_0__n_response_49[3]:C,9507
test_0/u100/n_response_cnst_4_7_0__n_response_49[3]:D,9233
test_0/u100/n_response_cnst_4_7_0__n_response_49[3]:Y,9233
test_0/u100/UPCMTX/un1_source_left_r19_0_I_39:A,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_39:B,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_39:C,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_39:D,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_39:FCI,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_39:FCO,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk18_fifo_corefifo_sync_scntr/un3_sc_r_cry_4:A,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk18_fifo_corefifo_sync_scntr/un3_sc_r_cry_4:B,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk18_fifo_corefifo_sync_scntr/un3_sc_r_cry_4:C,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk18_fifo_corefifo_sync_scntr/un3_sc_r_cry_4:D,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk18_fifo_corefifo_sync_scntr/un3_sc_r_cry_4:FCI,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk18_fifo_corefifo_sync_scntr/un3_sc_r_cry_4:FCO,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk18_fifo_corefifo_sync_scntr/un3_sc_r_cry_4:S,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_27:A,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_27:B,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_27:C,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_27:D,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_27:FCI,
test_0/u100/UPCMTX/un1_source_right_r2_0_I_27:FCO,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk24_UI_ram_wrapper_1/L4_syncpipe/FIFO_FIFO_0_LSRAM_top_R0C0/CFG_28:B,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk24_UI_ram_wrapper_1/L4_syncpipe/FIFO_FIFO_0_LSRAM_top_R0C0/CFG_28:C,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk24_UI_ram_wrapper_1/L4_syncpipe/FIFO_FIFO_0_LSRAM_top_R0C0/CFG_28:IPB,
test_0/u100/UPCMTX/U_FIFO_L/FIFO_0/genblk24_UI_ram_wrapper_1/L4_syncpipe/FIFO_FIFO_0_LSRAM_top_R0C0/CFG_28:IPC,
test_0/u100/UD100/n_bits_i_0_m2_0[1]:A,11206
test_0/u100/UD100/n_bits_i_0_m2_0[1]:B,10799
test_0/u100/UD100/n_bits_i_0_m2_0[1]:C,11057
test_0/u100/UD100/n_bits_i_0_m2_0[1]:Y,10799
test_0/u100/arg[20]:ADn,
test_0/u100/arg[20]:ALn,
test_0/u100/arg[20]:CLK,7648
test_0/u100/arg[20]:D,9883
test_0/u100/arg[20]:EN,
test_0/u100/arg[20]:LAT,
test_0/u100/arg[20]:Q,7648
test_0/u100/arg[20]:SD,
test_0/u100/arg[20]:SLn,
test_0/u100/UPCMTX/source_right_r12[24]:ADn,
test_0/u100/UPCMTX/source_right_r12[24]:ALn,
test_0/u100/UPCMTX/source_right_r12[24]:CLK,
test_0/u100/UPCMTX/source_right_r12[24]:D,
test_0/u100/UPCMTX/source_right_r12[24]:EN,
test_0/u100/UPCMTX/source_right_r12[24]:LAT,
test_0/u100/UPCMTX/source_right_r12[24]:Q,
test_0/u100/UPCMTX/source_right_r12[24]:SD,
test_0/u100/UPCMTX/source_right_r12[24]:SLn,
test_0/u100/buffer_under_run_RNIUK1E1[0]:A,
test_0/u100/buffer_under_run_RNIUK1E1[0]:B,13318
test_0/u100/buffer_under_run_RNIUK1E1[0]:C,13032
test_0/u100/buffer_under_run_RNIUK1E1[0]:D,
test_0/u100/buffer_under_run_RNIUK1E1[0]:FCI,13105
test_0/u100/buffer_under_run_RNIUK1E1[0]:FCO,13032
test_0/u100/buffer_under_run_RNIUK1E1[0]:S,13110
test_0/u100/response[34]:ADn,
test_0/u100/response[34]:ALn,
test_0/u100/response[34]:CLK,12579
test_0/u100/response[34]:D,8099
test_0/u100/response[34]:EN,9412
test_0/u100/response[34]:LAT,
test_0/u100/response[34]:Q,12579
test_0/u100/response[34]:SD,
test_0/u100/response[34]:SLn,
test_0/u100/uctrl/ufifo/c1[9]:ADn,
test_0/u100/uctrl/ufifo/c1[9]:ALn,
test_0/u100/uctrl/ufifo/c1[9]:CLK,
test_0/u100/uctrl/ufifo/c1[9]:D,
test_0/u100/uctrl/ufifo/c1[9]:EN,
test_0/u100/uctrl/ufifo/c1[9]:LAT,
test_0/u100/uctrl/ufifo/c1[9]:Q,
test_0/u100/uctrl/ufifo/c1[9]:SD,
test_0/u100/uctrl/ufifo/c1[9]:SLn,
test_0/u100/UD100/AX[17]:ADn,
test_0/u100/UD100/AX[17]:ALn,
test_0/u100/UD100/AX[17]:CLK,13678
test_0/u100/UD100/AX[17]:D,10786
test_0/u100/UD100/AX[17]:EN,11765
test_0/u100/UD100/AX[17]:LAT,
test_0/u100/UD100/AX[17]:Q,13678
test_0/u100/UD100/AX[17]:SD,
test_0/u100/UD100/AX[17]:SLn,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_233:A,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_233:B,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_233:C,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPA,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPB,
test_0/u100/un77_i_m2:A,12156
test_0/u100/un77_i_m2:B,11809
test_0/u100/un77_i_m2:C,9883
test_0/u100/un77_i_m2:D,10674
test_0/u100/un77_i_m2:Y,9883
test_0/u100/u_sample/source_left_l0[29]:ADn,
test_0/u100/u_sample/source_left_l0[29]:ALn,
test_0/u100/u_sample/source_left_l0[29]:CLK,
test_0/u100/u_sample/source_left_l0[29]:D,
test_0/u100/u_sample/source_left_l0[29]:EN,
test_0/u100/u_sample/source_left_l0[29]:LAT,
test_0/u100/u_sample/source_left_l0[29]:Q,
test_0/u100/u_sample/source_left_l0[29]:SD,
test_0/u100/u_sample/source_left_l0[29]:SLn,
test_0/u100/UPCMTX/source_right_r9[16]:ADn,
test_0/u100/UPCMTX/source_right_r9[16]:ALn,
test_0/u100/UPCMTX/source_right_r9[16]:CLK,
test_0/u100/UPCMTX/source_right_r9[16]:D,
test_0/u100/UPCMTX/source_right_r9[16]:EN,
test_0/u100/UPCMTX/source_right_r9[16]:LAT,
test_0/u100/UPCMTX/source_right_r9[16]:Q,
test_0/u100/UPCMTX/source_right_r9[16]:SD,
test_0/u100/UPCMTX/source_right_r9[16]:SLn,
test_0/u100/bit:ADn,
test_0/u100/bit:ALn,
test_0/u100/bit:CLK,11365
test_0/u100/bit:D,14679
test_0/u100/bit:EN,10586
test_0/u100/bit:LAT,
test_0/u100/bit:Q,11365
test_0/u100/bit:SD,
test_0/u100/bit:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_6:A,
FCCC_0/CCC_INST/IP_INTERFACE_6:B,
FCCC_0/CCC_INST/IP_INTERFACE_6:C,
FCCC_0/CCC_INST/IP_INTERFACE_6:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_6:IPC,
test_0/u100/UPCMTX/t1_4_0_1[52]:A,
test_0/u100/UPCMTX/t1_4_0_1[52]:B,
test_0/u100/UPCMTX/t1_4_0_1[52]:C,
test_0/u100/UPCMTX/t1_4_0_1[52]:D,
test_0/u100/UPCMTX/t1_4_0_1[52]:Y,
test_0/u100/UD100/dq_151:A,10416
test_0/u100/UD100/dq_151:B,7739
test_0/u100/UD100/dq_151:C,13513
test_0/u100/UD100/dq_151:D,13442
test_0/u100/UD100/dq_151:Y,7739
led2_obuft/U0/U_IOENFF:A,
led2_obuft/U0/U_IOENFF:Y,
test_0/u100/response[13]:ADn,
test_0/u100/response[13]:ALn,
test_0/u100/response[13]:CLK,12430
test_0/u100/response[13]:D,7710
test_0/u100/response[13]:EN,9412
test_0/u100/response[13]:LAT,
test_0/u100/response[13]:Q,12430
test_0/u100/response[13]:SD,
test_0/u100/response[13]:SLn,
test_0/u100/u_sample/hh_4_iv_i[1]:A,
test_0/u100/u_sample/hh_4_iv_i[1]:B,
test_0/u100/u_sample/hh_4_iv_i[1]:C,
test_0/u100/u_sample/hh_4_iv_i[1]:D,
test_0/u100/u_sample/hh_4_iv_i[1]:Y,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_57:A,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_57:B,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_57:C,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_57:D,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_57:FCI,
test_0/u100/UPCMTX/un1_source_left_r19_0_I_57:FCO,
test_0/u100/UPCMTX/t1_4[7]:A,
test_0/u100/UPCMTX/t1_4[7]:B,
test_0/u100/UPCMTX/t1_4[7]:C,
test_0/u100/UPCMTX/t1_4[7]:D,
test_0/u100/UPCMTX/t1_4[7]:Y,
test_0/u100/u_sample/source_left_l3[18]:ADn,
test_0/u100/u_sample/source_left_l3[18]:ALn,
test_0/u100/u_sample/source_left_l3[18]:CLK,
test_0/u100/u_sample/source_left_l3[18]:D,
test_0/u100/u_sample/source_left_l3[18]:EN,
test_0/u100/u_sample/source_left_l3[18]:LAT,
test_0/u100/u_sample/source_left_l3[18]:Q,
test_0/u100/u_sample/source_left_l3[18]:SD,
test_0/u100/u_sample/source_left_l3[18]:SLn,
test_0/u100/uctrl/ufifo/i_lm_0[1]:A,
test_0/u100/uctrl/ufifo/i_lm_0[1]:B,
test_0/u100/uctrl/ufifo/i_lm_0[1]:C,
test_0/u100/uctrl/ufifo/i_lm_0[1]:D,
test_0/u100/uctrl/ufifo/i_lm_0[1]:Y,
test_0/u100/UPCMTX/source_right_r5[15]:ADn,
test_0/u100/UPCMTX/source_right_r5[15]:ALn,
test_0/u100/UPCMTX/source_right_r5[15]:CLK,
test_0/u100/UPCMTX/source_right_r5[15]:D,
test_0/u100/UPCMTX/source_right_r5[15]:EN,
test_0/u100/UPCMTX/source_right_r5[15]:LAT,
test_0/u100/UPCMTX/source_right_r5[15]:Q,
test_0/u100/UPCMTX/source_right_r5[15]:SD,
test_0/u100/UPCMTX/source_right_r5[15]:SLn,
test_0/u100/UPCMTX/source_right_r14[16]:ADn,
test_0/u100/UPCMTX/source_right_r14[16]:ALn,
test_0/u100/UPCMTX/source_right_r14[16]:CLK,
test_0/u100/UPCMTX/source_right_r14[16]:D,
test_0/u100/UPCMTX/source_right_r14[16]:EN,
test_0/u100/UPCMTX/source_right_r14[16]:LAT,
test_0/u100/UPCMTX/source_right_r14[16]:Q,
test_0/u100/UPCMTX/source_right_r14[16]:SD,
test_0/u100/UPCMTX/source_right_r14[16]:SLn,
test_0/u100/UPCMTX/source_left_r9[24]:ADn,
test_0/u100/UPCMTX/source_left_r9[24]:ALn,
test_0/u100/UPCMTX/source_left_r9[24]:CLK,
test_0/u100/UPCMTX/source_left_r9[24]:D,
test_0/u100/UPCMTX/source_left_r9[24]:EN,
test_0/u100/UPCMTX/source_left_r9[24]:LAT,
test_0/u100/UPCMTX/source_left_r9[24]:Q,
test_0/u100/UPCMTX/source_left_r9[24]:SD,
test_0/u100/UPCMTX/source_left_r9[24]:SLn,
test_0/u100/UPCMTX/source_right_r12[6]:ADn,
test_0/u100/UPCMTX/source_right_r12[6]:ALn,
test_0/u100/UPCMTX/source_right_r12[6]:CLK,
test_0/u100/UPCMTX/source_right_r12[6]:D,
test_0/u100/UPCMTX/source_right_r12[6]:EN,
test_0/u100/UPCMTX/source_right_r12[6]:LAT,
test_0/u100/UPCMTX/source_right_r12[6]:Q,
test_0/u100/UPCMTX/source_right_r12[6]:SD,
test_0/u100/UPCMTX/source_right_r12[6]:SLn,
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[23]:A,12677
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[23]:B,12579
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[23]:C,10951
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[23]:D,8386
test_0/u100/n_response_cnst_4_7_0__n_response_1_1_iv_0_0[23]:Y,8386
test_0/u_clock_div/clk32:ADn,
test_0/u_clock_div/clk32:ALn,
test_0/u_clock_div/clk32:CLK,
test_0/u_clock_div/clk32:D,
test_0/u_clock_div/clk32:EN,
test_0/u_clock_div/clk32:LAT,
test_0/u_clock_div/clk32:Q,
test_0/u_clock_div/clk32:SD,
test_0/u_clock_div/clk32:SLn,
test_0/u100/u_sample/un1_jishi_1_0_a2_13:A,9723
test_0/u100/u_sample/un1_jishi_1_0_a2_13:B,9632
test_0/u100/u_sample/un1_jishi_1_0_a2_13:C,9579
test_0/u100/u_sample/un1_jishi_1_0_a2_13:D,9487
test_0/u100/u_sample/un1_jishi_1_0_a2_13:Y,9487
test_0/u100/UPCMTX/un1_source_right_r25_0_I_45_FCINST1:CO,
test_0/u100/UPCMTX/un1_source_right_r25_0_I_45_FCINST1:FCI,
test_0/u100/UPCMTX/source_right_r6[1]:ADn,
test_0/u100/UPCMTX/source_right_r6[1]:ALn,
test_0/u100/UPCMTX/source_right_r6[1]:CLK,
